group1	group2	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci
d10_972_2	d12_1001_fmt	6	0.973167	-0.050971	0.958997	0.955466	0.962529
d10_972_3	d12_1001_fmt	4	0.973828	-0.131929	0.958899	0.95536	0.962438
d11_1001_fmt	d12_1001_fmt	140	0.222416	0.649886	0.141873	0.123558	0.160188
d11_1002_fmt	d12_1001_fmt	116	0.283237	0.452572	0.294394	0.275425	0.313364
d0_972_1	d12_1002_fmt	10	0.97509	-0.022835	0.945211	0.940809	0.949612
d0_972_2	d12_1002_fmt	8	0.971158	-0.01305	0.945172	0.940767	0.949576
d0_972_3	d12_1002_fmt	10	0.973651	-0.000631	0.945234	0.940834	0.949633
d10_1006_1	d12_1002_fmt	10	0.956102	-0.008398	0.939206	0.934813	0.943599
d10_1006_2	d12_1002_fmt	5	0.934577	0.017985	0.938424	0.933969	0.942879
d10_1006_3	d12_1002_fmt	8	0.936162	0.022349	0.919256	0.913928	0.924584
d10_1007_1	d12_1002_fmt	8	0.929698	0.055513	0.937168	0.932596	0.941741
d10_1007_2	d12_1002_fmt	10	0.97204	-0.125483	0.957474	0.953727	0.961221
d10_1007_3	d12_1002_fmt	8	0.957586	-0.061703	0.940227	0.935859	0.944596
d10_1008_1	d12_1002_fmt	6	0.934886	-0.011092	0.934772	0.929534	0.94001
d10_1008_3	d12_1002_fmt	7	0.966349	-0.03908	0.946683	0.942329	0.951037
d10_1009_1	d12_1002_fmt	11	0.924742	0.011494	0.942944	0.938647	0.947241
d10_1009_2	d12_1002_fmt	7	0.963498	-0.02577	0.957627	0.953973	0.96128
d10_1009_4	d12_1002_fmt	6	0.962245	-0.04542	0.961291	0.957786	0.964795
d10_1010_2	d12_1002_fmt	7	0.938101	-0.012992	0.945973	0.941579	0.950366
d10_1010_3	d12_1002_fmt	8	0.964213	-0.053155	0.946184	0.941818	0.950551
d10_1010_4	d12_1002_fmt	7	0.958873	-0.005683	0.946607	0.942311	0.950902
d10_1015_1	d12_1002_fmt	11	0.939803	-0.035049	0.934788	0.930181	0.939396
d10_1015_2	d12_1002_fmt	31	0.929363	0.168082	0.948458	0.944444	0.952472
d10_1015_3	d12_1002_fmt	11	0.963783	-0.003628	0.952139	0.948271	0.956007
d10_972_1	d12_1002_fmt	7	0.96676	-0.020181	0.945144	0.940737	0.949552
d10_972_2	d12_1002_fmt	6	0.967867	0.002661	0.945196	0.940793	0.949599
d10_972_3	d12_1002_fmt	4	0.968715	-0.07749	0.945068	0.940654	0.949481
d11_1001_fmt	d12_1002_fmt	126	0.334763	0.538611	0.326947	0.303241	0.350652
d11_1002_fmt	d12_1002_fmt	124	0.211239	0.605498	0.175333	0.156141	0.194524
d12_1001_fmt	d12_1002_fmt	125	0.23047	0.494391	0.12791	0.112156	0.143665
d0_972_1	d12_1006_1	8	0.808001	0.784193	0.801771	0.796085	0.807456
d0_972_2	d12_1006_1	9	0.784582	0.827338	0.801649	0.79596	0.807338
d0_972_3	d12_1006_1	8	0.799119	0.802629	0.801802	0.796118	0.807486
d10_1006_1	d12_1006_1	11	0.216508	0.833806	0.020027	0.018336	0.021718
d10_1006_2	d12_1006_1	9	0.174815	0.889071	0.021829	0.020187	0.02347
d10_1006_3	d12_1006_1	6	0.270586	0.821051	0.137155	0.126532	0.147779
d10_1007_1	d12_1006_1	5	0.202693	0.839618	0.018046	0.016603	0.019489
d10_1007_2	d12_1006_1	9	0.486128	0.705356	0.090911	0.084975	0.096847
d10_1007_3	d12_1006_1	11	0.277037	0.809425	0.020259	0.018342	0.022177
d10_1008_1	d12_1006_1	6	0.673736	0.814934	0.803	0.796933	0.809068
d10_1008_3	d12_1006_1	7	0.368205	0.789999	0.100631	0.096638	0.104623
d10_1009_1	d12_1006_1	10	0.235034	0.827097	0.024995	0.022043	0.027946
d10_1009_2	d12_1006_1	7	0.35572	0.802687	0.092579	0.08644	0.098718
d10_1009_4	d12_1006_1	5	0.383081	0.771526	0.121417	0.114669	0.128164
d10_1010_2	d12_1006_1	6	0.234148	0.802325	0.078178	0.073741	0.082615
d10_1010_3	d12_1006_1	10	0.36583	0.802708	0.128745	0.12428	0.133211
d10_1010_4	d12_1006_1	7	0.291412	0.821024	0.05509	0.051472	0.058708
d10_1015_1	d12_1006_1	10	0.099561	0.78445	0.021936	0.019998	0.023874
d10_1015_2	d12_1006_1	9	0.211655	0.72317	0.045672	0.041042	0.050302
d10_1015_3	d12_1006_1	8	0.360322	0.790386	0.058415	0.053437	0.063392
d10_972_1	d12_1006_1	9	0.760731	0.83355	0.801622	0.795931	0.807313
d10_972_2	d12_1006_1	6	0.76602	0.827181	0.801751	0.796064	0.807437
d10_972_3	d12_1006_1	7	0.771202	0.79027	0.801548	0.795852	0.807243
d11_1001_fmt	d12_1006_1	6	0.961033	-0.045374	0.973449	0.970908	0.975989
d11_1002_fmt	d12_1006_1	7	0.94107	0.048301	0.919794	0.914338	0.92525
d12_1001_fmt	d12_1006_1	7	0.956855	-0.066297	0.967958	0.965259	0.970657
d12_1002_fmt	d12_1006_1	8	0.947495	-0.000032	0.935877	0.931138	0.940615
d0_972_1	d12_1006_2	8	0.89478	0.771534	0.909822	0.90639	0.913253
d0_972_2	d12_1006_2	8	0.881428	0.802531	0.909753	0.90632	0.913186
d0_972_3	d12_1006_2	8	0.88975	0.790088	0.909827	0.906396	0.913258
d10_1006_1	d12_1006_2	8	0.18687	0.784152	0.055228	0.050098	0.060357
d10_1006_2	d12_1006_2	7	0.234431	0.851982	0.06162	0.054967	0.068274
d10_1006_3	d12_1006_2	7	0.376971	0.820885	0.286898	0.27444	0.299356
d10_1007_1	d12_1006_2	6	0.250503	0.839474	0.064848	0.05802	0.071676
d10_1007_2	d12_1006_2	10	0.472313	0.705483	0.00568	0.005235	0.006124
d10_1007_3	d12_1006_2	12	0.251231	0.80902	0.047279	0.042734	0.051824
d10_1008_1	d12_1006_2	6	0.81274	0.802415	0.90944	0.905853	0.913026
d10_1008_3	d12_1006_2	9	0.347905	0.802479	0.105901	0.101229	0.110572
d10_1009_1	d12_1006_2	9	0.237085	0.802592	0.033297	0.028373	0.038221
d10_1009_2	d12_1006_2	7	0.334339	0.790229	0.002191	0.001665	0.002717
d10_1009_4	d12_1006_2	6	0.313517	0.771514	0.007582	0.00617	0.008995
d10_1010_2	d12_1006_2	7	0.20974	0.802257	0.082271	0.076573	0.087968
d10_1010_3	d12_1006_2	10	0.345509	0.790388	0.142144	0.136692	0.147597
d10_1010_4	d12_1006_2	7	0.26651	0.808596	0.048827	0.045363	0.05229
d10_1015_1	d12_1006_2	9	0.188867	0.759541	0.083439	0.076354	0.090524
d10_1015_2	d12_1006_2	12	0.181029	0.747492	0.008858	0.007039	0.010677
d10_1015_3	d12_1006_2	8	0.339641	0.777787	0.004633	0.003595	0.005671
d10_972_1	d12_1006_2	9	0.867663	0.82099	0.909783	0.90635	0.913216
d10_972_2	d12_1006_2	5	0.870997	0.802231	0.909828	0.906397	0.91326
d10_972_3	d12_1006_2	7	0.873812	0.777638	0.909786	0.906352	0.91322
d11_1001_fmt	d12_1006_2	9	0.958585	-0.02086	0.986399	0.984675	0.988124
d11_1002_fmt	d12_1006_2	9	0.937828	0.059695	0.938739	0.934158	0.943321
d12_1001_fmt	d12_1006_2	11	0.954193	-0.029108	0.981756	0.979794	0.983718
d12_1002_fmt	d12_1006_2	8	0.944695	-0.012525	0.956072	0.952293	0.959851
d12_1006_1	d12_1006_2	9	0.163437	0.827344	0.074506	0.068142	0.08087
d0_972_1	d12_1006_3	8	0.907855	0.821501	0.906689	0.902773	0.910605
d0_972_2	d12_1006_3	9	0.895279	0.864416	0.906617	0.902699	0.910535
d0_972_3	d12_1006_3	8	0.903119	0.839845	0.906697	0.902781	0.910612
d10_1006_1	d12_1006_3	10	0.307466	0.858443	0.04871	0.043913	0.053508
d10_1006_2	d12_1006_3	8	0.18136	0.913612	0.055116	0.048913	0.06132
d10_1006_3	d12_1006_3	5	0.340787	0.845775	0.274477	0.261691	0.287262
d10_1007_1	d12_1006_3	6	0.199224	0.888796	0.055914	0.049528	0.062299
d10_1007_2	d12_1006_3	10	0.563442	0.755637	0.011128	0.009845	0.012411
d10_1007_3	d12_1006_3	12	0.367129	0.858816	0.040956	0.03676	0.045152
d10_1008_1	d12_1006_3	7	0.825579	0.864255	0.905254	0.901201	0.909307
d10_1008_3	d12_1006_3	8	0.454082	0.839666	0.094759	0.090427	0.09909
d10_1009_1	d12_1006_3	8	0.181844	0.839693	0.029169	0.024871	0.033466
d10_1009_2	d12_1006_3	9	0.441912	0.864453	0.010608	0.009054	0.012162
d10_1009_4	d12_1006_3	7	0.423329	0.833567	0.019797	0.017324	0.02227
d10_1010_2	d12_1006_3	7	0.159293	0.851641	0.07191	0.066739	0.07708
d10_1010_3	d12_1006_3	9	0.452005	0.827641	0.12988	0.124675	0.135084
d10_1010_4	d12_1006_3	7	0.381005	0.857986	0.040933	0.037996	0.04387
d10_1015_1	d12_1006_3	7	0.160124	0.784793	0.074364	0.067556	0.081173
d10_1015_2	d12_1006_3	10	0.303171	0.773078	0.009227	0.007929	0.010525
d10_1015_3	d12_1006_3	7	0.446761	0.815197	0.007936	0.007107	0.008765
d10_972_1	d12_1006_3	10	0.881853	0.883019	0.906638	0.902719	0.910556
d10_972_2	d12_1006_3	6	0.885159	0.864178	0.906693	0.902776	0.910609
d10_972_3	d12_1006_3	7	0.887889	0.827517	0.906635	0.902715	0.910556
d11_1001_fmt	d12_1006_3	6	0.95299	-0.003856	0.984984	0.983161	0.986806
d11_1002_fmt	d12_1006_3	7	0.929874	0.089335	0.935836	0.931038	0.940635
d12_1001_fmt	d12_1006_3	7	0.9489	-0.024292	0.980376	0.97831	0.982443
d12_1002_fmt	d12_1006_3	6	0.937482	0.017706	0.953739	0.949772	0.957707
d12_1006_1	d12_1006_3	9	0.134264	0.876788	0.053553	0.0475	0.059606
d12_1006_2	d12_1006_3	10	0.130701	0.876802	0.004066	0.003013	0.005119
d0_972_1	d12_1006_4	8	0.912666	0.790054	0.936677	0.934176	0.939178
d0_972_2	d12_1006_4	8	0.902444	0.821089	0.936616	0.934114	0.939119
d0_972_3	d12_1006_4	8	0.908826	0.808622	0.936679	0.934178	0.93918
d10_1006_1	d12_1006_4	8	0.133279	0.802874	0.085924	0.080205	0.091643
d10_1006_2	d12_1006_4	6	0.323233	0.858068	0.093229	0.085687	0.100772
d10_1006_3	d12_1006_4	5	0.450823	0.814797	0.334401	0.322326	0.346475
d10_1007_1	d12_1006_4	4	0.337842	0.833308	0.097812	0.090117	0.105506
d10_1007_2	d12_1006_4	7	0.399511	0.687027	0.007512	0.006676	0.008349
d10_1007_3	d12_1006_4	9	0.164551	0.790827	0.076368	0.071233	0.081503
d10_1008_1	d12_1006_4	4	0.850151	0.796158	0.934189	0.931439	0.93694
d10_1008_3	d12_1006_4	8	0.266135	0.808688	0.127487	0.122392	0.132582
d10_1009_1	d12_1006_4	6	0.329252	0.783966	0.058466	0.052367	0.064566
d10_1009_2	d12_1006_4	5	0.251816	0.78386	0.002641	0.001978	0.003304
d10_1009_4	d12_1006_4	7	0.229745	0.80238	0.000946	0.000718	0.001174
d10_1010_2	d12_1006_4	3	0.293723	0.77146	0.104416	0.09801	0.110822
d10_1010_3	d12_1006_4	7	0.263681	0.771955	0.164407	0.158647	0.170167
d10_1010_4	d12_1006_4	6	0.180418	0.814821	0.069705	0.065537	0.073872
d10_1015_1	d12_1006_4	7	0.271908	0.753759	0.119131	0.111474	0.126788
d10_1015_2	d12_1006_4	10	0.091831	0.742273	0.023629	0.020802	0.026456
d10_1015_3	d12_1006_4	6	0.257429	0.771753	0.015109	0.013135	0.017084
d10_972_1	d12_1006_4	5	0.892097	0.790102	0.936652	0.93415	0.939154
d10_972_2	d12_1006_4	6	0.894453	0.833271	0.936687	0.934186	0.939188
d10_972_3	d12_1006_4	4	0.896644	0.759252	0.936665	0.934162	0.939167
d11_1001_fmt	d12_1006_4	11	0.963126	0.026664	0.989078	0.987497	0.990659
d11_1002_fmt	d12_1006_4	14	0.944117	0.145645	0.943307	0.938939	0.947676
d12_1001_fmt	d12_1006_4	13	0.959037	0.017522	0.984706	0.982881	0.986531
d12_1002_fmt	d12_1006_4	13	0.950397	0.072512	0.960656	0.957084	0.964229
d12_1006_1	d12_1006_4	9	0.249543	0.845968	0.110804	0.103842	0.117765
d12_1006_2	d12_1006_4	9	0.104411	0.833756	0.004549	0.003264	0.005834
d12_1006_3	d12_1006_4	6	0.21478	0.845959	0.014146	0.011817	0.016476
d0_972_1	d12_1006_5	8	0.885996	0.802846	0.91729	0.914455	0.920126
d0_972_2	d12_1006_5	10	0.873188	0.858453	0.917223	0.914386	0.92006
d0_972_3	d12_1006_5	8	0.881153	0.821252	0.917295	0.91446	0.92013
d10_1006_1	d12_1006_5	10	0.142906	0.839983	0.061078	0.056123	0.066033
d10_1006_2	d12_1006_5	8	0.323282	0.895187	0.067984	0.061411	0.074558
d10_1006_3	d12_1006_5	6	0.442713	0.839572	0.296757	0.284602	0.308912
d10_1007_1	d12_1006_5	5	0.33693	0.857967	0.070659	0.063923	0.077394
d10_1007_2	d12_1006_5	8	0.369793	0.711985	0.007101	0.006645	0.007557
d10_1007_3	d12_1006_5	11	0.134776	0.828002	0.052827	0.048459	0.057195
d10_1008_1	d12_1006_5	6	0.812648	0.833359	0.915907	0.912807	0.919007
d10_1008_3	d12_1006_5	8	0.235627	0.820941	0.107046	0.102462	0.11163
d10_1009_1	d12_1006_5	10	0.32885	0.845738	0.038419	0.033507	0.043331
d10_1009_2	d12_1006_5	7	0.221234	0.821254	0.004447	0.003883	0.005011
d10_1009_4	d12_1006_5	6	0.199343	0.802417	0.009218	0.007945	0.010491
d10_1010_2	d12_1006_5	6	0.316753	0.820933	0.083876	0.078239	0.089514
d10_1010_3	d12_1006_5	10	0.233019	0.821653	0.143137	0.137767	0.148507
d10_1010_4	d12_1006_5	8	0.15038	0.851844	0.05096	0.047588	0.054332
d10_1015_1	d12_1006_5	7	0.27506	0.766266	0.090156	0.083238	0.097074
d10_1015_2	d12_1006_5	11	0.079424	0.766911	0.012363	0.010543	0.014183
d10_1015_3	d12_1006_5	8	0.226805	0.809113	0.007968	0.006881	0.009055
d10_972_1	d12_1006_5	8	0.860502	0.839759	0.917247	0.91441	0.920084
d10_972_2	d12_1006_5	7	0.863439	0.857986	0.917296	0.914461	0.920132
d10_972_3	d12_1006_5	7	0.866128	0.808893	0.917254	0.914416	0.920091
d11_1001_fmt	d12_1006_5	8	0.966286	0.001495	0.986266	0.984554	0.987979
d11_1002_fmt	d12_1006_5	10	0.948602	0.107192	0.939046	0.934454	0.943638
d12_1001_fmt	d12_1006_5	9	0.962312	-0.019175	0.981947	0.979996	0.983897
d12_1002_fmt	d12_1006_5	9	0.954436	0.03477	0.956634	0.952858	0.960409
d12_1006_1	d12_1006_5	12	0.223289	0.895349	0.075222	0.06905	0.081395
d12_1006_2	d12_1006_5	10	0.139824	0.858368	0.000655	0.000415	0.000894
d12_1006_3	d12_1006_5	9	0.254468	0.895228	0.003563	0.002543	0.004583
d12_1006_4	d12_1006_5	11	0.055178	0.889233	0.004931	0.003783	0.006078
d0_972_1	d12_1007_1	8	0.918468	0.654954	0.856042	0.849695	0.862389
d0_972_2	d12_1007_1	7	0.906504	0.673957	0.855914	0.849563	0.862266
d0_972_3	d12_1007_1	9	0.913983	0.686238	0.856088	0.849744	0.862433
d10_1006_1	d12_1007_1	10	0.688095	0.692	0.398398	0.386012	0.410785
d10_1006_2	d12_1007_1	6	0.556134	0.724428	0.398344	0.385941	0.410747
d10_1006_3	d12_1007_1	8	0.56794	0.717425	0.409472	0.398187	0.420757
d10_1007_1	d12_1007_1	7	0.528532	0.736681	0.377672	0.364873	0.390471
d10_1007_2	d12_1007_1	11	0.787002	0.599945	0.471063	0.45836	0.483765
d10_1007_3	d12_1007_1	10	0.708015	0.667843	0.396603	0.384019	0.409187
d10_1008_1	d12_1007_1	6	0.773316	0.686448	0.791866	0.783715	0.800018
d10_1008_3	d12_1007_1	9	0.732038	0.686586	0.360218	0.347082	0.373355
d10_1009_1	d12_1007_1	9	0.526605	0.68624	0.410854	0.397881	0.423828
d10_1009_2	d12_1007_1	8	0.75381	0.686114	0.490895	0.478527	0.503263
d10_1009_4	d12_1007_1	7	0.745061	0.667547	0.516376	0.504315	0.528437
d10_1010_2	d12_1007_1	7	0.551882	0.686107	0.362487	0.348831	0.376144
d10_1010_3	d12_1007_1	9	0.729301	0.661268	0.355454	0.342659	0.368249
d10_1010_4	d12_1007_1	7	0.691686	0.692676	0.378325	0.364865	0.391785
d10_1015_1	d12_1007_1	10	0.615532	0.65497	0.383601	0.371377	0.395824
d10_1015_2	d12_1007_1	27	0.666145	0.817164	0.438283	0.425351	0.451214
d10_1015_3	d12_1007_1	10	0.75595	0.686192	0.45724	0.444623	0.469858
d10_972_1	d12_1007_1	6	0.893489	0.667369	0.855862	0.849506	0.862218
d10_972_2	d12_1007_1	6	0.896493	0.698882	0.855997	0.849647	0.862346
d10_972_3	d12_1007_1	4	0.899288	0.62387	0.855719	0.849355	0.862083
d11_1001_fmt	d12_1007_1	33	0.697313	0.158697	0.883495	0.877179	0.88981
d11_1002_fmt	d12_1007_1	33	0.594197	0.241304	0.756565	0.745331	0.767799
d12_1001_fmt	d12_1007_1	33	0.644494	0.127226	0.851466	0.844305	0.858627
d12_1002_fmt	d12_1007_1	35	0.604879	0.203305	0.787776	0.777436	0.798115
d12_1006_1	d12_1007_1	7	0.603255	0.686595	0.344871	0.331686	0.358056
d12_1006_2	d12_1007_1	10	0.59147	0.711346	0.472582	0.459667	0.485498
d12_1006_3	d12_1007_1	8	0.53464	0.736356	0.445057	0.431493	0.458622
d12_1006_4	d12_1007_1	11	0.633414	0.743159	0.506179	0.493784	0.518574
d12_1006_5	d12_1007_1	9	0.658627	0.730276	0.471314	0.458436	0.484191
d0_972_1	d12_1007_2	9	0.841507	0.703879	0.681424	0.671632	0.691215
d0_972_2	d12_1007_2	8	0.818307	0.722746	0.681165	0.671365	0.690965
d0_972_3	d12_1007_2	10	0.832808	0.735011	0.681545	0.671758	0.691332
d10_1006_1	d12_1007_2	12	0.64493	0.753025	0.448423	0.43586	0.460985
d10_1006_2	d12_1007_2	8	0.493922	0.785178	0.44292	0.429638	0.456203
d10_1006_3	d12_1007_2	8	0.507471	0.753828	0.316645	0.30586	0.327431
d10_1007_1	d12_1007_2	8	0.480769	0.785041	0.432279	0.418549	0.446008
d10_1007_2	d12_1007_2	11	0.778629	0.636906	0.59303	0.581573	0.604487
d10_1007_3	d12_1007_2	12	0.67121	0.728906	0.456482	0.443893	0.469071
d10_1008_1	d12_1007_2	8	0.689325	0.747171	0.637999	0.626978	0.649021
d10_1008_3	d12_1007_2	9	0.726502	0.722961	0.514086	0.501464	0.526708
d10_1009_1	d12_1007_2	11	0.4719	0.747045	0.478653	0.465096	0.492209
d10_1009_2	d12_1007_2	10	0.713654	0.747262	0.595997	0.584756	0.607238
d10_1009_4	d12_1007_2	9	0.705829	0.728633	0.625848	0.615047	0.636649
d10_1010_2	d12_1007_2	10	0.583709	0.75917	0.505717	0.492304	0.519131
d10_1010_3	d12_1007_2	12	0.718236	0.734554	0.515634	0.503232	0.528035
d10_1010_4	d12_1007_2	9	0.679199	0.753405	0.507277	0.494382	0.520171
d10_1015_1	d12_1007_2	9	0.553595	0.679666	0.415668	0.40269	0.428646
d10_1015_2	d12_1007_2	27	0.615985	0.853646	0.530762	0.518421	0.543102
d10_1015_3	d12_1007_2	11	0.71622	0.734944	0.55162	0.539851	0.563388
d10_972_1	d12_1007_2	7	0.79344	0.716197	0.681005	0.671198	0.690811
d10_972_2	d12_1007_2	7	0.798904	0.747543	0.681308	0.671512	0.691104
d10_972_3	d12_1007_2	6	0.804403	0.685052	0.680616	0.670795	0.690437
d11_1001_fmt	d12_1007_2	27	0.710809	0.123033	0.89054	0.88389	0.897189
d11_1002_fmt	d12_1007_2	28	0.633684	0.218346	0.78348	0.7735	0.79346
d12_1001_fmt	d12_1007_2	28	0.692226	0.103861	0.859065	0.851922	0.866208
d12_1002_fmt	d12_1007_2	28	0.648444	0.157323	0.795352	0.785289	0.805416
d12_1006_1	d12_1007_2	9	0.553441	0.747448	0.413621	0.399688	0.427554
d12_1006_2	d12_1007_2	10	0.599537	0.747576	0.580971	0.568993	0.59295
d12_1006_3	d12_1007_2	9	0.570893	0.784915	0.558396	0.545596	0.571195
d12_1006_4	d12_1007_2	11	0.658136	0.779424	0.619119	0.60794	0.630299
d12_1006_5	d12_1007_2	10	0.634842	0.778768	0.584245	0.57243	0.59606
d12_1007_1	d12_1007_2	31	0.214794	0.891205	0.16392	0.147719	0.180121
d0_972_1	d12_1007_3	19	0.993905	-1.171925	0.990396	0.988765	0.992027
d0_972_2	d12_1007_3	16	0.99306	-1.164809	0.990375	0.988743	0.992007
d0_972_3	d12_1007_3	18	0.993797	-1.161135	0.990401	0.98877	0.992031
d10_1006_1	d12_1007_3	18	0.905417	-1.158243	0.790875	0.781541	0.80021
d10_1006_2	d12_1007_3	11	0.861122	-1.143574	0.791976	0.782705	0.801246
d10_1006_3	d12_1007_3	12	0.865017	-1.176909	0.82018	0.812176	0.828185
d10_1007_1	d12_1007_3	11	0.85956	-1.145894	0.784938	0.775312	0.794565
d10_1007_2	d12_1007_3	28	0.941471	-1.168123	0.797983	0.788796	0.807171
d10_1007_3	d12_1007_3	22	0.912235	-1.134901	0.788292	0.778811	0.797774
d10_1008_1	d12_1007_3	10	0.973495	-1.213	0.984207	0.98218	0.986235
d10_1008_3	d12_1007_3	16	0.926511	-1.180214	0.769637	0.759194	0.780079
d10_1009_1	d12_1007_3	20	0.850377	-1.122996	0.790308	0.780887	0.799728
d10_1009_2	d12_1007_3	13	0.925082	-1.201229	0.804939	0.796099	0.813779
d10_1009_4	d12_1007_3	18	0.922127	-1.141404	0.811259	0.802703	0.819815
d10_1010_2	d12_1007_3	17	0.87485	-1.135702	0.770743	0.760323	0.781163
d10_1010_3	d12_1007_3	16	0.925962	-1.210447	0.769543	0.759134	0.779952
d10_1010_4	d12_1007_3	14	0.9154	-1.168524	0.775194	0.764977	0.785412
d10_1015_1	d12_1007_3	15	0.880266	-1.256788	0.789627	0.780271	0.798984
d10_1015_2	d12_1007_3	31	0.89747	-1.114418	0.792802	0.783427	0.802177
d10_1015_3	d12_1007_3	17	0.925615	-1.181774	0.797843	0.788703	0.806982
d10_972_1	d12_1007_3	15	0.991778	-1.169694	0.990381	0.988748	0.992014
d10_972_2	d12_1007_3	15	0.991894	-1.132327	0.990386	0.988755	0.992018
d10_972_3	d12_1007_3	14	0.991757	-1.207951	0.990374	0.988739	0.992009
d11_1001_fmt	d12_1007_3	43	0.921026	-1.961669	0.944876	0.939982	0.949771
d11_1002_fmt	d12_1007_3	43	0.888426	-1.841259	0.869555	0.861115	0.877994
d12_1001_fmt	d12_1007_3	46	0.925427	-1.966436	0.940961	0.936144	0.945777
d12_1002_fmt	d12_1007_3	48	0.901457	-1.857907	0.905194	0.898169	0.912218
d12_1006_1	d12_1007_3	14	0.885677	-1.174186	0.770307	0.759963	0.780651
d12_1006_2	d12_1007_3	15	0.880073	-1.175076	0.799341	0.79021	0.808472
d12_1006_3	d12_1007_3	12	0.864702	-1.147037	0.789537	0.779913	0.799161
d12_1006_4	d12_1007_3	15	0.89396	-1.153731	0.807753	0.799011	0.816496
d12_1006_5	d12_1007_3	13	0.901414	-1.160555	0.798071	0.788876	0.807266
d12_1007_1	d12_1007_3	29	0.704056	-1.151934	0.563268	0.547031	0.579504
d12_1007_2	d12_1007_3	31	0.701628	-1.076886	0.660756	0.647287	0.674226
d0_972_1	d12_1007_4	11	0.900812	0.535382	0.855706	0.850185	0.861227
d0_972_2	d12_1007_4	11	0.887553	0.567319	0.855578	0.850052	0.861103
d0_972_3	d12_1007_4	12	0.895832	0.566816	0.855753	0.850234	0.861272
d10_1006_1	d12_1007_4	13	0.629251	0.572654	0.403984	0.393152	0.414816
d10_1006_2	d12_1007_4	10	0.491396	0.618536	0.403755	0.392877	0.414632
d10_1006_3	d12_1007_4	8	0.503366	0.56211	0.413416	0.403404	0.423428
d10_1007_1	d12_1007_4	8	0.460923	0.594273	0.381185	0.369889	0.39248
d10_1007_2	d12_1007_4	13	0.722598	0.466402	0.473304	0.46222	0.484388
d10_1007_3	d12_1007_4	13	0.647603	0.54821	0.401418	0.390405	0.412432
d10_1008_1	d12_1007_4	8	0.720507	0.555389	0.774895	0.767448	0.782343
d10_1008_3	d12_1007_4	11	0.659537	0.555101	0.348624	0.337054	0.360195
d10_1009_1	d12_1007_4	12	0.455865	0.567266	0.416149	0.404708	0.427589
d10_1009_2	d12_1007_4	11	0.696972	0.566943	0.495973	0.485187	0.506758
d10_1009_4	d12_1007_4	10	0.687834	0.548182	0.521342	0.510839	0.531846
d10_1010_2	d12_1007_4	10	0.452442	0.567297	0.353705	0.341502	0.365908
d10_1010_3	d12_1007_4	14	0.652891	0.566458	0.339717	0.328453	0.350981
d10_1010_4	d12_1007_4	10	0.608806	0.573475	0.374179	0.362301	0.386056
d10_1015_1	d12_1007_4	11	0.546523	0.510573	0.388778	0.378081	0.399475
d10_1015_2	d12_1007_4	29	0.606331	0.685585	0.443516	0.432179	0.454853
d10_1015_3	d12_1007_4	13	0.699428	0.567151	0.462471	0.451452	0.473491
d10_972_1	d12_1007_4	9	0.873664	0.548411	0.855529	0.85	0.861058
d10_972_2	d12_1007_4	8	0.876881	0.568004	0.855664	0.85014	0.861187
d10_972_3	d12_1007_4	8	0.879813	0.516364	0.855384	0.849848	0.86092
d11_1001_fmt	d12_1007_4	33	0.751349	-0.015219	0.887559	0.881657	0.893462
d11_1002_fmt	d12_1007_4	32	0.61685	0.05804	0.758141	0.747401	0.768881
d12_1001_fmt	d12_1007_4	33	0.643298	-0.048445	0.848525	0.841725	0.855325
d12_1002_fmt	d12_1007_4	36	0.636111	0.042472	0.782413	0.772401	0.792424
d12_1006_1	d12_1007_4	11	0.550918	0.579751	0.354866	0.34328	0.366451
d12_1006_2	d12_1007_4	13	0.531886	0.592355	0.478593	0.467262	0.489924
d12_1006_3	d12_1007_4	11	0.495613	0.617816	0.452726	0.440787	0.464666
d12_1006_4	d12_1007_4	12	0.574688	0.600211	0.511708	0.500879	0.522538
d12_1006_5	d12_1007_4	12	0.600508	0.611883	0.477716	0.466449	0.488983
d12_1007_1	d12_1007_4	32	0.166568	0.711388	0.011669	0.009142	0.014196
d12_1007_2	d12_1007_4	33	0.268152	0.760634	0.187814	0.172713	0.202914
d12_1007_3	d12_1007_4	44	0.748375	-1.156797	0.590985	0.575488	0.606482
d0_972_1	d12_1007_5	9	0.859852	0.630373	0.81701	0.811025	0.822996
d0_972_2	d12_1007_5	11	0.841731	0.686041	0.816865	0.810875	0.822855
d0_972_3	d12_1007_5	14	0.852896	0.7106	0.81706	0.811076	0.823043
d10_1006_1	d12_1007_5	11	0.470197	0.667552	0.177529	0.169672	0.185387
d10_1006_2	d12_1007_5	7	0.27375	0.700482	0.176985	0.169107	0.184862
d10_1006_3	d12_1007_5	8	0.305879	0.681068	0.220575	0.211359	0.229791
d10_1007_1	d12_1007_5	7	0.243983	0.700631	0.153771	0.145794	0.161749
d10_1007_2	d12_1007_5	12	0.61436	0.574828	0.264858	0.254867	0.274849
d10_1007_3	d12_1007_5	12	0.491512	0.65564	0.174203	0.166102	0.182305
d10_1008_1	d12_1007_5	8	0.658755	0.674556	0.751556	0.743983	0.759128
d10_1008_3	d12_1007_5	9	0.527734	0.650163	0.14908	0.141019	0.157142
d10_1009_1	d12_1007_5	9	0.243475	0.649815	0.190062	0.180904	0.199219
